job_indexed_id,url,title_clean,description_for_qa,gold_normalized_title,gold_role_family,gold_location_type,qa_fix_location_type,gold_location_city,qa_fix_location_city,gold_country,qa_fix_country,gold_employment_type,qa_fix_employment_type,gold_seniority,qa_fix_seniority,gold_salary_min,qa_fix_salary_min,gold_salary_max,qa_fix_salary_max,gold_salary_currency,qa_fix_salary_currency,gold_salary_period,qa_fix_salary_period,qa_status,qa_notes
833,https://job-boards.greenhouse.io/grafanalabs/jobs/5808862004,"Senior Software Engineer - Grafana Databases, SRE | United Kingdom | Remote","Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",site_reliability_engineer,sre,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
265,https://job-boards.greenhouse.io/canonical/jobs/3433732,Alliances Field Engineer,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1000+ colleagues in 70+ countries and very few roles based in offices. Teams meet two to four times yearly in person, in interesting loca",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
677,https://job-boards.greenhouse.io/gleanwork/jobs/4628714005,"Senior Technical Program Manager, Infrastructure (TPM)","About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",technical_program_manager,program_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1562,https://job-boards.greenhouse.io/capco/jobs/7607670,Bilingual Talent Acquisition Partner - Montreal or Toronto,"Bilingual Talent Acquisition Partner&nbsp;&nbsp; Shape the future of how we attract the brightest minds in consulting and technology. &nbsp; The Role At Capco, our people are at the heart of everything we do. As a Talent Acquisition Partner , you will lead full-cycle recruitment across our Canadian business for a variety of technology and consulting roles including business analysts, project managers, and data engineers to experts in cybersecurity, cloud, and AI. In this role you will partner with leaders to understand hiring demands, design targeted recruitment strategies and deliver exceptio",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1909,https://job-boards.greenhouse.io/capco/jobs/6963155,Senior DevOps Engineer,"Shape the Future of Financial Services with Capco At&nbsp;Capco, we specialize in management consulting and software development, partnering with leading international banks and insurance companies across Western Europe. Our innovative approach and collaborative culture make us the ideal place for professionals looking to make an impact in financial services technology. Want to learn more about our culture and people? Visit us: Capco Careers Slovakia Why Join Us? Prestigious Clients &amp; Exciting Projects – Work with top-tier banks on transformation projects that redefine financial services.",devops_engineer,devops,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1698,https://job-boards.greenhouse.io/capco/jobs/7410266,GenAI Engineer,"Job Title: GenAI Developer/ Engineer About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar &amp; Seramount . With our presence across 32 cities across globe, we support 100+ clients across&nbsp;banking, financial and Energy sectors. We are recognized for our deep transformation execution and delivery.&nbsp; WHY JOIN CAPCO? You will work on engaging projects with the largest international and local banks, insurance companie",software_engineer,software_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
393,https://job-boards.greenhouse.io/canonical/jobs/6749072,"Partner Sales Executive, North America Channel","Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locatio",other,sales,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
879,https://job-boards.greenhouse.io/grafanalabs/jobs/5777812004,Staff Product Analyst | USA | Remote,"Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1244,https://job-boards.greenhouse.io/celonis/jobs/7639697003?gh_jid=7639697003,Senior Product Operations Manager,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? We're Celonis, the global leader in Process Mining technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing data and intelligence at the core of business processes - and for that, we need you to join us. The Role",other,operations,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1507,https://job-boards.greenhouse.io/capco/jobs/7654880,Actuarial Data Consultant,"Actuarial Data Consultant&nbsp; Location: NY or CHI Level: Consultant&nbsp; About the Team &nbsp; Capco is a global management and technology consultancy specializing in advisory, implementation, and delivery of client-centric solutions across Financial Services, Energy, and Insurance industries. We partner with leading institutions to modernize platforms, drive digital transformation, enhance data capabilities, and implement innovative technology solutions. &nbsp; Within our&nbsp;Insurance&nbsp;practice, we combine deep actuarial&nbsp;expertise&nbsp;with advanced data engineering and analytic",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
76,https://job-boards.greenhouse.io/smartsheet/jobs/7395033,Principal Analytics Engineer (Data Architect) - Hybrid in Bangalore,"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. As a global leader in Collaborative Work Management and with a market c",other,data_analytics,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1224,https://job-boards.greenhouse.io/celonis/jobs/6524477003?gh_jid=6524477003,Senior Field Marketing Manager - Public Sector,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: The North America marketing team fuels customer success and market growth by building and increasing brand awareness, accelerating pipeline -- both independently and with our partners -- and cultivating a customer community of change makers.&nbsp; We amplify success stories through",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1876,https://job-boards.greenhouse.io/capco/jobs/7648976,Senior Business Analyst | TOM Delivery (CIB),"ABOUT US Capco is a global technology and management consultancy specializing in driving digital transformation in the financial services and insurance industries. Capco is committed to providing clients with practical solutions. We offer a globally integrated service with offices in leading financial centers across the globe. We have the people, the vision, and the passion. We are growing through a significant growth journey, now is a very good time to join us as we expand geographically, increase headcount and disrupt the consulting market across APAC with entrepreneurial and agile thinking.",other,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
